,Word,POS
1313,check,FW
1314,it,FW
1315,out,FW
1316,special,FW
1317,region,FW
1318,of,FW
1319,yogyakarta,CC
1320,repost,FW
1321,baa,FW
1322,uad,FW
1323,get,FW
1324,repost,FW
1325,kali,FW
1326,mimin,FW
1327,share,FW
1328,beasiswa,NN
1329,pascasarjana,NN
1330,uad,NN
1331,tanggung,VB
1332,tanggung,NN
1333,potong,VB
1334,biaya,NN
1335,spp,FW
1336,lho,FW
1337,guys,FW
1338,bebas,JJ
1339,biaya,NN
1340,kembang,NN
1341,selamat,NN
1342,pagi,NN
1343,rapi,CC
1344,lereng,NN
1345,timur,NN
1346,news,FW
1347,observatorium,FW
1348,uad,FW
1349,uad,FW
1350,temu,VB
1351,mitra,NN
1352,alumni,PR
1353,prodi,VB
1354,magister,NN
1355,psikologi,NN
1356,profesi,NN
1357,universitas,NN
1358,ahmad,NN
1359,dahlan,NN
1360,sabtu,PR
1361,buka,VB
1362,wakil,NN
1363,direktur,NN
1364,pacasarjana,NN
1365,uad,FW
1366,dr,FW
1367,ir,FW
1368,dwi,FW
1369,sulisworo,FW
1370,t,FW
1371,masuk,VB
1372,uad,NN
1373,yogyakarta,NN
1374,terjun,VB
1375,mahasiswa,NN
1376,kkn,NN
1377,banjarnegara,NN
1378,ratus,NN
1379,mahasiswa,NN
1380,universitas,NN
1381,ahmad,NN
1382,dahlan,NN
1383,uad,NN
1384,yogyakarta,NN
1385,terima,VB
1386,wakil,NN
1387,bupati,VB
1388,banjarnegara,NN
1389,pendapa,CD
1390,dipayudha,NN
1391,adigraha,NN
1392,selasa,JJ
1393,just,FW
1394,rawk,FW
1395,at,FW
1396,mabes,FW
1397,musik,FW
1398,uad,FW
1399,acara,NN
1400,dekade,NN
1401,salam,NN
1402,musik,NN
1403,sad,FW
1404,saveallday,FW
1405,gigs,FW
1406,punkrock,FW
1407,punknotdead,FW
1408,band,FW
1409,an,FW
1410,munafik,JJ
1411,akhlak,VB
1412,munafik,JJ
1413,akhlak,VB
1414,ade,NN
1415,munafik,JJ
1416,akhlak,VB
1417,nak,NN
1418,ni,NN
1419,munafik,JJ
1420,akhlak,VB
1421,mari,NN
1422,dengar,VB
1423,kongsi,NN
1424,ustaz,FW
1425,uad,FW
1426,rs,FW
1427,nafas,FW
1428,milad,NN
1429,pascasarjana,NN
1430,uad,NN
1431,asmapada,IN
1432,gelar,NN
1433,lomba,NN
1434,futsal,NN
1435,klik,NN
1436,selamat,NN
1437,gubernur,NN
1438,wakil,NN
1439,gubernur,NN
1440,bem,FW
1441,fkip,FW
1442,uad,FW
1443,periode,NN
1444,moga,NN
1445,amanah,NN
1446,uad,NN
1447,yogyakarta,NN
1448,terjun,VB
1449,mahasiswa,NN
1450,kkn,NN
1451,banjarnegara,NN
1452,ratus,NN
1453,mahasiswa,NN
1454,universitas,NN
1455,ahmad,NN
1456,dahlan,NN
1457,uad,NN
1458,yogyakarta,NN
1459,terima,VB
1460,wakil,NN
1461,bupati,VB
1462,banjarnegara,NN
1463,pendapa,CD
1464,dipayudha,NN
1465,haiyo,NN
1466,nanang,NN
1467,kui,VB
1468,sik,NN
1469,biasane,FW
1470,akeh,FW
1471,mahasiswi,FW
1472,uad,FW
1473,haha,NN
1474,september,NNP
1475,balio,NN
1476,jogja,NN
1477,cari,VB
1478,dedek,NN
1479,dedek,NN
1480,soto,NN
1481,nan,NN
1482,uad,NN
1483,janturan,NN
1484,cd,NN
1485,motivasi,NN
