,Word,POS
1208,eeh,VB
1209,ma,NN
1210,yg,NN
1211,diyogya,NN
1212,ituu,NN
1213,dijakarta,NN
1214,ui,NN
1215,uii,NN
1216,nya,NN
1217,iya,NN
1218,nya,NN
1219,abg,NN
1220,tu,NN
1221,bodoamat,NN
1222,untung,NN
1223,surga,NN
1224,telapak,NN
1225,kaki,NN
1226,mama,NN
1227,ku,FW
1228,yg,FW
1229,pintar,FW
1230,tp,FW
1231,yasudahla,FW
1232,hahaha,NN
1233,uii,NN
1234,wisuda,NN
1235,hahaha,NN
1236,teman,NN
1237,angkat,NN
1238,ku,NN
1239,wisuda,NN
1240,hahaha,NN
1241,bom,NN
1242,uii,VB
1243,serious,NN
1244,means,NN
1245,astro,NN
1246,dngan,NN
1247,maxis,NN
1248,eh,NN
1249,nk,NN
1250,tngok,VB
1251,link,NN
1252,plan,NN
1253,selamat,JJ
1254,wisuda,VB
1255,uii,VB
1256,uii,VB
1257,wisuda,NN
1258,cakep,NN
1259,sliweran,NN
1260,bikin,FW
1261,pusing,FW
1262,asyiqeen,NN
1263,uii,NN
1264,masak,JJ
1265,kak,NN
1266,udje,NN
1267,udah,JJ
1268,kuliah,NN
1269,jogja,NN
1270,aja,NN
1271,emang,NN
1272,yg,NN
1273,buka,VB
1274,kak,NN
1275,udje,FW
1276,uii,FW
1277,uad,FW
1278,dst,FW
1279,neng,FW
1280,dut,FW
1281,uad,FW
1282,aja,FW
1283,kalo,FW
1284,uii,FW
1285,jakal,FW
1286,dingin,FW
1287,sakit,FW
1288,ok,FW
1289,kak,FW
1290,udje,FW
1291,daftar,NN
1292,jalur,NN
1293,aja,NN
1294,yg,NN
1295,farmasi,NN
1296,uii,VB
1297,habis,NN
1298,filter,NN
1299,hurmmm,FW
1300,mcm,FW
1301,nak,FW
1302,dtg,FW
1303,uii,FW
1304,thalii,VB
1305,uii,NN
1306,adulta,NN
1307,uzma,NN
1308,kerusi,NN
1309,abah,VB
1310,ni,NN
1311,gedik,NN
1312,gedik,NN
1313,ape,NN
1314,kerusi,NN
1315,gedik,NN
1316,gedik,NN
1317,uzma,NN
1318,bantal,NN
1319,ni,NN
1320,gedik,NN
1321,beg,NN
1322,zuma,NN
1323,gedik,NN
1324,jugak,NN
1325,lantak,NN
1326,la,NN
1327,uzma,NN
1328,uii,NN
1329,hang,NN
1330,gedik,NN
1331,situasi,NN
1332,drama,NN
1333,pendek,NN
1334,kereta,NN
1335,maret,NN
1336,nyanyi,VB
1337,hymne,NN
1338,uii,NN
1339,resmi,JJ
1340,khitmat,JJ
1341,selamat,JJ
1342,wisuda,VB
1343,naknak,NN
1344,uii,NN
1345,tuh,JJ
1346,msh,VB
1347,dada,IN
1348,avanza,NNP
1349,enviro,NN
1350,graduation,NN
1351,assalamualaikum,NN
1352,enviro,NN
1353,muda,NN
1354,yuk,NN
1355,ramai,JJ
1356,doa,VB
1357,wisuda,NN
1358,keluarga,NN
1359,tanggal,NN
1360,sabtu,PR
1361,maret,VB
1362,wib,NN
1363,titik,NN
1364,kumpul,VB
1365,ruang,NN
1366,hmtl,NN
1367,ftsp,NN
1368,uii,NN
1369,selamat,JJ
1370,abdi,VB
1371,masyarakat,NN
1372,enviro,NN
1373,muda,JJ
1374,hmtlsinergibersama,IN
1375,ftspuii,NN
1376,uii,VB
1377,yogic,MD
1378,ni,VB
1379,bau,NN
1380,senang,NN
1381,pakai,VB
1382,malam,NN
1383,malam,NN
1384,nih,NN
1385,tidur,NN
1386,lena,SC
1387,uii,VB
1388,yogicsleep,FW
1389,nih,FW
1390,ingredients,FW
1391,soothing,FW
1392,so,FW
1393,jerawat,NN
1394,korang,NN
1395,insyaallah,NN
1396,mia,PRP
1397,eh,MD
1398,hilak,VB
1399,uii,NN
1400,nimal,JJ
1401,sedih,NN
1402,sabtu,PR
1403,uii,VB
1404,networking,FW
1405,session,FW
1406,program,FW
1407,director,FW
1408,bpk,FW
1409,bagus,FW
1410,panuntun,FW
1411,mba,FW
1412,cwm,FW
1413,cfp,FW
1414,csa,FW
1415,head,FW
1416,of,FW
1417,product,FW
1418,amp,FW
1419,business,FW
1420,incubation,FW
1421,rininta,VB
1422,hanum,NN
1423,eng,NN
1424,ibisma,NN
1425,uii,NN
1426,menteri,NN
1427,koperasi,NN
1428,amp,FW
1429,umkm,FW
1430,ri,FW
1431,bpk,FW
1432,aagn,FW
1433,puspayoga,NN
1434,gkr,NN
1435,bendara,NN
1436,ketua,NN
1437,icsb,FW
1438,diy,FW
1439,networking,FW
1440,session,FW
1441,program,FW
1442,director,FW
1443,bpk,FW
1444,bagus,FW
1445,panuntun,FW
1446,mba,FW
1447,cwm,FW
1448,cfp,FW
1449,csa,FW
1450,head,FW
1451,of,FW
1452,product,FW
1453,amp,FW
1454,business,FW
1455,incubation,FW
1456,rininta,VB
1457,hanum,NN
1458,eng,NN
1459,ibisma,NN
1460,uii,NN
1461,menteri,NN
1462,koperasi,NN
1463,amp,FW
1464,umkm,FW
1465,ri,FW
1466,bpk,FW
1467,aagn,FW
1468,puspayoga,NN
1469,gkr,NN
1470,bendara,NN
1471,ketua,NN
1472,icsb,FW
1473,diy,FW
1474,luan,NN
1475,santana,NN
1476,uii,NN
1477,arrasei,NNP
1478,uii,NN
1479,uiii,VB
1480,lu,NN
1481,tidur,NN
1482,srandakan,VB
1483,uii,NN
1484,jakal,JJ
1485,uii,NN
1486,uiii,VB
1487,jual,VB
1488,stiker,NN
1489,kulkas,NN
1490,pintu,NN
1491,winnie,FW
1492,the,FW
1493,pooh,FW
1494,kampus,FW
1495,ui,FW
1496,itb,FW
1497,ipb,FW
1498,uii,FW
1499,ugm,FW
1500,uns,FW
1501,undip,FW
